Rating_Number,Votes_Number,Computer_Score,Group_Rank,Group_Rank_Size,Total_Rank,Total_Rank_Size,PPI,HDMI,WiFi,Inbuilt Microphone,Bluetooth,SSD Interface,Keyboard,Microphone In,Speakers,Keyboard Backlit,Anti Glare Screen,GPU,Model,Series,Size,Warranty,Device Type,Touch,Processor,Resolution,OS,Battery,Features,Generation,RAM,Optical Drive,Adapter Type,Solid State Drive,Cache,Battery Details,Dimensions,Touchpad,Headphone Jack,Camera,Speed,RAM Bus Speed,Cores,Sales Package,Weight,Security Lock Port,Brand,Utility,USB Ports,Process Node,Ethernet,Type,Price
4.7,81,2,72,139,451,2352,~ 141PPI,1 x HDMI v2.0b Port,Wi-Fi 6 (802.11ax),Built-In Array Microphone,v5.2,No,RGB Chiclet Keyboard,Yes,Built-In Dual Speakers,Yes,Yes,NVIDIA GeForce RTX 3050,FX506HC-HN362WS,TUF Gaming F15,15.6inches,1year Onsite Warranty,Netbook,No,11th Gen Intel Core i5 11400H,1920x1080pixels,Windows 11 Home (64-bit),4 Cell Battery,"Full HD LED Backlit, IPS, Adaptive-Sync Display (144Hz Refresh Rate, 250 nits Brightness, 1000:1 Contrast, 45% NTSC Color Gamut, 62.5% SRGB)",11th Gen,16GB DDR4,No,No,512GB,12MB,No,359x256x24.5mm,Yes,Yes,Yes,6 x 2.2GHz (Turbo Speed upto 4.5GHz) Cores,3200MHz,"Hexa Core, 12 Threads","Laptop, Power Adaptor, User Guide, Warranty Documents",2.3kg,Kensington Lock Slot,Intel,"Gaming, Performance","1 x USB Type-C, 3 x USB 3.0",No,10/100/1000 Mbps,LED,"1,13,990"
4.05,79,3,133,319,1752,2352,~ 141PPI,1 x HDMI Port,802.11a/b/g/n/acR2+ax wireless LAN,Built-in Dual Microphone,v5.1,No,"103- 104- 107-key FineTip RGB- with independent standard numeric keypad, Yes",Yes,Built-in Dual Speakers,Yes,Yes,NVIDIA GeForce RTX 3050,AN515-45,Nitro 5,15.6inches,1year Warranty,Netbook,No,5th Gen AMD Ryzen 5  5600H,1920x1080pixels,Windows 11 Home (64-bit),4 Cell Battery,Acer ComfyView LED-backlit,5th Gen,8GB DDR4,No,No,512GB,16MB,No,363.4x255x23.9mm,Yes,Yes,Yes,6 x 3.3GHz (Turbo Speed upto 4.2GHz) Cores,No,"Hexa Core, 12 Threads","Laptop, Power Adaptor, User Guide, Warranty Documents",2.2kg,Yes,AMD,"Everyday Use, Gaming, Business, Performance","1 x USB Type-C, 3 x USB 3.0",No,Killer Ethernet E2600,TFT LCD,"33,990"
4.55,74,2,15,139,180,2352,~ 141PPI,1 x HDMI Port,WIFI 2x2 AC,Built-in Microphone,v4.1,No,Backlit Keyboard,No,"Built-in, Stereo Speakers",Yes,Yes,NVIDIA GeForce GTX 1050,80WK00R1IN,Legion,15.6inches,1 Year Onsite Warranty,No,No,7th Gen Intel Core i7 7700HQ,1920x1080pixels,Windows 10 Home (64-bit),No,No,7th Gen,8GB DDR4,No,No,128GB,6MB,No,380x265x25.8mm,Touchpad,No,"HD Webcam, 0.92MP",4 x 2.8GHz (Turbo Speed upto 3.8GHz) Cores,2400MHz,"Quad Core, 8 Threads","Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",2.4kg,Yes,Intel,Gaming,3 x USB 3.0,No,Yes,Full HD LED Backlit Anti-glare IPS Slim Display,"1,31,990"
4.7,92,2,133,227,839,2352,~ 141PPI,1 x HDMI v1.4 Port,"Intel Wi-Fi 6 2x2 (Gig+ , Intel Wireless 9462AC Card (80 2.11ac + Bluetooth 5.0, Dual B and 2.45 GHz, MU-MIMO/80Mhz, 1 x1)",Built-in Microphones,v5.1,No,"English International , Yes",Yes,Built-in Speakers,Yes,Yes,NVIDIA MX450,Inspiron 5518,Inspiron 5518,15.6inches,1year Onsite Warranty,Netbook,No,11th Gen Intel Core i5 11300H,1920x1080pixels,Windows 10 Home (64-bit),4 Cell Battery,FHD LED Backlit WVA Display,11th Gen,16GB DDR4,No,No,512GB,8MB,No,356x230x18mm,Yes,Yes,Yes,4 x 3.1GHz (Turbo Speed upto 4.4GHz) Cores,3200MHz,"Quad Core, 8 Threads","Laptop, Battery, Adapter, Cables and User Manuals",1.65kg,No,Intel,"Everyday Use, Business, Performance","1 x USB Type-C, 2 x USB 3.0",No,No,LED,"1,05,990"
4.35,106,2,35,332,451,2352,~ 141PPI,1 x HDMI 2.0 Port,IEEE 802.11a/b/g/n/ac/ax,2x Array Microphones,v5,No,White Backlit English Keyboard,Yes,Dual Speakers,Yes,Yes,NVIDIA GeForce RTX 3050 Graphics,IdeaPad Gaming 3 15IHU6 82K101A3IN,IdeaPad Gaming 3,15.6inches,1year Warranty,Netbook,No,11th Gen Intel Core i5 11300H,1920x1080pixels,Windows 11 Home (64-bit),No,"120 Hz Refresh Rate, 250nits Anti-glare, 45% NTSC, DC dimmer",11th Gen,16GB DDR4,No,170W Power Adapter,512GB,8MB,No,359.6x251.9x24.2mm,Yes,Yes,Yes,4 x 3.1GHz (Turbo Speed upto 4.4GHz) Cores,3200MHz,"Quad Core, 8 Threads",No,2.25kg,No,Intel,Gaming,"1 x USB Type-C, 2 x USB 3.0",No,Integrated 100/1000 Gigabit Ethernet LAN,IPS,"74,990"
4.4,384,2,143,315,771,2352,~ 157PPI,1 x HDMI 1.4 Port,IEEE 802.11a/b/g/n/ac,Yes,v5.1,NVMe,No,Yes,Built-in Speakers,No,Yes,AMD Radeon Graphics,Vostro 3425,Vostro,14inches,1year Onsite Warranty,Netbook,No,11th Gen Intel Core i5 1135G7,1920x1080pixels,Windows 11 (64-bit),"41Wh, 3 Cell Battery",250nits,11th Gen,16GB DDR4,No,No,512GB,8MB,41 WHrs Li-ion,No,Yes,Yes,Yes,4 x 2.4GHz (Turbo Speed upto 4.2GHz) Cores,2400MHz,"Quad Core, 8 Threads",No,1.48kg,No,Intel,Everyday Use,"1 x USB Type-C, 1 x USB 3.0, 1 x USB 2.0",No,Yes,IPS Screen,"89,900"
4.5,304,2,49,292,496,2352,~ 157PPI,1 x HDMI 1.4b Port,"11ac, 2x2)",Built-in Dual Array Microphones,v5,No,"Backlit English Keyboard, Yes",Yes,Built-in Speaker,Yes,Yes,AMD Radeon,14 ALC 05,IdeaPad Flex 5,14inches,1year Onsite Warranty,Hybrid,Yes,5th Gen AMD Ryzen 5  5500U,1920x1080pixels,Windows 10 Home (64-bit),52.5Wh Battery,"Full HD IPS Glossy Display (250nits Brightness, 45% NTSC Color Gamut)",5th Gen,8GB DDR4,No,65W USB-C AC Adapter,512GB,8MB,No,321.5x217.5x17.9mm,Yes,Yes,Yes,6 x 2.1GHz (Turbo Speed upto 4GHz) Cores,No,"Hexa Core, 12 Threads","Laptop, Power Adaptor, User Guide",1.5kg,No,AMD,Performance,"1 x USB 3.0, 3 x USB 2.0",No,No,IPS,"77,890"
3.9,104,2,30,376,448,2352,~ 157PPI,1 x HDMI 1.4 Port,"11ax, 2x2",Built-in array microphone,v5,No,"Backlit, English, Yes",Yes,Built-in Stereo Speakers,Yes,Yes,AMD Radeon Radeon,"IdeaPad 3 14ACL6, IdeaPad 3 14ACL6",IdeaPad,14inches,1year Warranty,Ultrabook,No,5th Gen AMD Ryzen 5  5500U,1920x1080pixels,Windows 11 Home (64-bit),57Wh Battery,"IPS 300nits , 45% NTSC",5th Gen,8GB DDR4,No,No,512GB,8MB,No,356.67x233.13x17.9mm,Yes,Yes,Yes,6 x 2.1GHz (Turbo Speed upto 4GHz) Cores,3202MHz,"Hexa Core, 12 Threads","Laptop, Power Adaptor, User Guide, Warranty Documents",1.66kg,No,AMD,Performance,"1 x USB Type-C, 1 x USB 3.0, 1 x USB 2.0",No,No,Full HD,"68,500"
4.55,139,2,52,376,544,2352,~ 141PPI,1 x HDMI 2.0 Port,Intel Wi-Fi 6 AX201(2x2 ax),Yes,v5.1,No,RGB Gaming Keyboard,Yes,2 x 2 W Speakers,No,No,NVIDIA GeForce RTX 3050 Ti,Pulse GL66 11UDK627IN,Pulse GL66,15.6inches,2years Warranty,Netbook,No,11th Gen Intel Core i7 11800H,1920x1080pixels,Windows 10 Home (64-bit),3 Cell Battery,"Full HD IPS Display (72% NTSC Color Gamut, 100% sRGB)",11th Gen,16GB DDR4,No,150 W AC Adapter\n,512GB,24MB,No,359x259x23.95mm,Yes,Yes,Yes,8 x 2.3GHz (Turbo Speed upto 4.6GHz) Cores,No,"Octa Core, 16 Threads","Laptop, Battery, Power Adapter, User Guide, MSI Essential Backpack",2.25kg,No,Intel,"Gaming, Performance","1 x USB Type-C, 2 x USB 3.0, 1 x USB 2.0",No,Yes,IPS,"68,990"
4.4,99,2,127,447,1006,2352,~ 157PPI,1 x HDMI 1.4b Port,IEEE 802.11a/b/g/n/ac,2 x Array Microphone,v5,No,Backlit English Keyboard\n,Yes,Stereo Speakers,Yes,Yes,AMD Integrated SoC,IdeaPad Slim 3 14ALC6 82KT00MPIN,IdeaPad Slim 3,14inches,1year Onsite Warranty,Netbook,No,5th Gen AMD Ryzen 5 5500U,1920x1080pixels,Windows 11 Home (64-bit),No,No,5th Gen,8GB DDR4,No,No,512GB,8MB,No,324x215x19.9mm,Yes,Yes,Yes,6 x 2.1GHz (Turbo Speed upto 4GHz) Cores,3200MHz,"Hexa Core, 12 Threads",No,1.4kg,No,AMD,Everyday Use,"1 x USB Type-C, 1 x USB 3.0, 1 x USB 2.0",No,No,IPS Screen,"54,490"
4.25,160,2,141,453,833,2352,~ 157PPI,1 x HDMI 1.4 Port,Intel Wi-Fi 6 2x2 (Gig+,Built-in Microphone,v5,No,Yes,Yes,Built-in Speaker,Yes,No,AMD Radeon,Vostro 5415,Vostro,14inches,1year Onsite Warranty,Ultrabook,No,5th Gen AMD Ryzen 5  5500U,1920x1080pixels,Windows 10 (64-bit),4 Cell Battery,"Full HD WVA AG Display (250 nits Brightness, Narrow Border)",5th Gen,8GB DDR4,No,No,512GB,8MB,No,321x214x18mm,Yes,Yes,Yes,6 x 2.1GHz (Turbo Speed upto 4GHz) Cores,3200MHz,"Hexa Core, 12 Threads","Laptop, Battery, Adapter, Cables and User Manuals",1.5kg,Kensington Lock Port,AMD,Performance,"1 x USB Type-C, 2 x USB 3.0",No,Available,LED,"63,200"
4.4,234,2,33,260,944,2352,~ 157PPI,1 x HDMI 1.4 Port,802.11ac,Yes,v5,No,"English International , Yes",Yes,Yes,Yes,Yes,Intel Integrated Iris Xe,Vostro 3400,Vostro,14inches,1year Onsite Warranty,Ultrabook,No,11th Gen Intel Core i5 1135G7,1920x1080pixels,"Windows 11 Home, Windows 11 Home (64-bit)",3 Cell Battery,No,11th Gen,8GB DDR4,No,No,256GB,8MB,No,328x239x19.8mm,Yes,Yes,Yes,4 x 2.4GHz (Turbo Speed upto 4.2GHz) Cores,2666MHz,"Quad Core, 8 Threads","Laptop, Battery, Adapter, Cables and User Manuals",1.59kg,Kensington Lock Port,Intel,Everyday Use,"1 x USB Type-C, 2 x USB 3.0, 1 x USB 2.0",No,Available,Full HD WVA AG Narrow Border,"50,990"
4.05,57,2,48,310,342,2352,~ 112PPI,1 x HDMI 1.4 Port,Realtek 802.11a/b/g/n/ac (2x2),Built-in Digital Microphone,v5,NVMe,Full Size Textured island-style Keyboard,Yes,Built-in Stereo Speakers,No,Yes,AMD Radeon AMD,689T5PA,245 G8,14inches,1year Onsite Warranty,Netbook,No,5th Gen AMD Ryzen 5 5500U,1366x768pixels,Windows 11 Home (64-bit),"41Wh, 3 Cell Battery","250 nits, 45% NTSC",5th Gen,8GB DDR4,No,HP Smart 65 W EM External AC power adapter,512GB,8MB,41 Wh Li-ion,324x225.9x19.9mm,Yes,Yes,Yes,6 x 2.1GHz (Turbo Speed upto 4GHz) Cores,3200MHz,"Hexa Core, 12 Threads",1 Laptop:: 2 User manual :: 3 Adaptar,1.47kg,No,AMD,Everyday Use,"1 x USB Type-C, 2 x USB Type-A",No,Yes,HD,"94,990"
4.1,80,2,109,447,945,2352,~ 141PPI,1 x HDMI 1.4b Port,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2),Yes,v5,No,No,Yes,Dual speakers,No,Yes,Intel UHD Graphics,15s-dr3506TU,Core i3,15.6inches,1year Warranty,Netbook,No,11th Gen Intel Core i3 1115G4,1920x1080pixels,Windows 11 Home (64-bit),3 Cell Battery,"250 nits Brightness, 45% NTSC",11th Gen,8GB DDR4,No,45 W Smart AC power adapter,256GB,6MB,No,358.5x242x19.9mm,Yes,Yes,Yes,2 x (Turbo Speed upto 4.1GHz) Cores,3200MHz,"Dual Core, 4 Threads","Laptop, AC Adapter, User Guide, Manuals",1.75kg,No,Intel,Performance,"1 x USB Type-C, 2 x USB 3.0",No,Integrated 10/100/1000 GbE LAN,No,"53,990"
4.35,201,2,23,260,861,2352,~ 216PPI,1 x HDMI 2.1 Port,Wi-Fi 6E(802.11ax) (Triple band) 2*2,Built-in Array Microphone,v5.3,NVMe PCIe Gen4,"Backlit Chiclet Keyboard, Yes",Yes,Built-in Speaker,Yes,Yes,NVIDIA GeForce RTX 4060,GA402XV-N2034WS,Zephyrus G14 2023,14inches,1year Onsite Warranty,Netbook,No,7th Gen AMD Ryzen 9 7940HS,2560x1600pixels,Windows 11 Home (64-bit),"76Wh, 4 Cell Battery","ROG Nebula Display, 3ms, 500nits 1200:1, 100% DCI-P3 %, Pantone Validated",7th Gen,32GB DDR5,No,240W AC Adapter,1TB,16MB,"76WHrs, 4S1P, 4-cell Li-ion",312x227x18.5mm,Yes,Yes,1080P FHD IR Camera for Windows Hello,8 x 4GHz (Turbo Speed upto 5.2GHz) Cores,4800MHz,"Octa Core, 16 Threads","Laptop, Power Adaptor, User Guide, Sleeve",1.65kg,No,AMD,Gaming,"2 x USB Type-C, 2 x USB 3.0",TSMC 4nm FinFET,No,LED,"51,990"
4.1,139,2,177,481,986,2352,~ 141PPI,1 x HDMI 2.0 Port,Yes,Yes,v5,NVMe PCIe Gen4,English,Yes,2W Dual Stereo speakers,Yes,Yes,Nvidia Quadro T550,21BTS03200,Thinkpad P16s,16inches,3years Onsite Warranty,Netbook,No,12th Gen Intel Core i7 1260P,1920x1200pixels,Windows 11 Pro (64-bit),"52.5Wh, 4 Cell Battery","45% NTSC, 300 Nits",12th Gen,32GB DDR4,No,65W Adapter,1TB,18MB,\u200e52.5 Watt Hours,No,Yes,Yes,720P HD RGB,4 x 2.1GHz (Turbo Speed upto 4.7GHz) Performance Cores  8 x 1.5GHz (Turbo Speed upto 3.4GHz) Efficient Cores,3200MHz,"12 Cores (4P + 8E), 16 Threads","Laptop, Adapter & User Manuals",No,Kensington security lock slot,Intel,Business,"2 x USB Type-C, 2 x USB 3.0",10 nm,Yes,IPS,"59,990"
4.1,84,2,42,272,1192,2352,~ 189PPI,1 x HDMI 2.1 Port,Wi-Fi 6E(802.11ax) (Triple band) 2*2,Built-in Aarray Microphone,v5.2,NVMe PCIe Gen4,"Backlit Chiclet Keyboard RGB, Yes",Yes,2x 2W Dual-force Woofer with Smart Amp Technology,Yes,Yes,NVIDIA GeForce RTX 4080,GU604VZ-NM050WS,ROG Zephyrus M16,16inches,1year Onsite Warranty,Netbook,No,13th Gen Intel Core i9 13900H,2560x1600pixels,Windows 11 Home (64-bit),"90Wh, 4 Cell Battery","3ms Response Time (G2G), 1200 nits Brightness",13th Gen,32GB DDR5,No,280W AC Adapter,1TB,24MB,90WHrs,355x246x21.1mm,Yes,Yes,Yes,6 x 2.6GHz (Turbo Speed upto 5.4GHz) Performance Cores  8 x 1.9GHz (Turbo Speed upto 4.1GHz) Efficient Cores,4800MHz,"14 Cores (6P + 8E), 20 Threads","Laptop, Power Adaptor, User Guide, Warranty Documents",2.3kg,No,Intel,Performance,"2 x USB Type-C, 2 x USB 3.0",10 nm,10/100/1000/2500 Mbps,Mini LED,"43,990"
4.3,105,2,43,272,1292,2352,~ 142PPI,1 x HDMI 2.1 Port,Wi-Fi 6E(802.11ax) Dual band) 2x2,Built-in Microphone,v5.2,No,"Backlit Chiclet Keyboard Per-Key RGB, Yes",Yes,Built-in Speakers,Yes,Yes,NVIDIA GeForce RTX 3060,GX650RM-LS019WS,ROG Zephyrus Duo 16,16inches,1year Onsite Warranty,Netbook,No,6th Gen AMD Ryzen 7  6800H,1920x1200pixels,Windows 11 Home (64-bit),4 Cell Battery,"165Hz Refresh Rate, Response Time 3ms, IPS-level, Brightness 500nits, Contrast 1200:1, DCI-P3 100, display",6th Gen,32GB DDR5,No,No,2TB,16MB,No,355x266x21mm,Yes,No,Yes,8 x 3.2GHz (Turbo Speed upto 4.7GHz) Cores,No,"Octa Core, 16 Threads","Laptop, Battery, Adapter, Cables and User Manuals",2.5kg,No,AMD,Gaming,"2 x USB Type-C, 2 x USB 3.0",No,Yes,"FHD+ LED-Backlit LCD,","42,990"
4.4,94,2,9,83,34,2352,~ 141PPI,1 x HDMI Port,802.11a/b/g/n/acR2+ax wireless LAN,Built-in Dual Microphone,v5.1,No,"103- 104- 107-key FineTip RGB- with independent standard numeric keypad, Yes",Yes,Built-in Dual Speakers,Yes,Yes,NVIDIA GeForce RTX 3050,AN515-45,Nitro 5,15.6inches,1year Warranty,Netbook,No,5th Gen AMD Ryzen 5  5600H,1920x1080pixels,Windows 11 Home (64-bit),4 Cell Battery,Acer ComfyView LED-backlit,5th Gen,16GB DDR4,No,No,512GB,16MB,No,363.4x255x23.9mm,Yes,Yes,Yes,6 x 3.3GHz (Turbo Speed upto 4.2GHz) Cores,No,"Hexa Core, 12 Threads","Laptop, Power Adaptor, User Guide, Warranty Documents",2.2kg,Yes,AMD,"Everyday Use, Gaming, Business, Performance","1 x USB Type-C, 3 x USB 3.0",No,Killer Ethernet E2600,TFT LCD,"1,99,990"
4.7,92,2,60,231,178,2352,~ 112PPI,1 x HDMI Port,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Intel Integrated,240 G8,Core i5,14inches,1year Warranty,Netbook,No,11th Gen Intel Core i5 1135G7,1366x768pixels,Windows 10 Pro (64-bit),No,No,11th Gen,8GB DDR4,No,No,512GB,8MB,No,No,Yes,Yes,Yes,4 x 2.4GHz (Turbo Speed upto 4.2GHz) Cores,No,"Quad Core, 8 Threads","Laptop, AC Adapter, User Guide, Manuals",No,No,Intel,Performance,2 x USB 3.0,No,No,LED,"1,55,990"
4.05,52,2,8,30,39,2352,~ 141PPI,1 x HDMI 2.0b Port,Wi-Fi 6 (802.11ax) Dual Band (2*2),Built-in Array Microphone,v5.1,No,"Backlit Chiclet 4-Zone RGB Keyboard, Yes",Yes,Built-in Speaker,Yes,Yes,NVIDIA GeForce GTX 1650,G513IH-HN081T,ROG Strix G15 (2021),15.6inches,1year Onsite Warranty,Netbook,No,4th Gen AMD Ryzen 7  4800H,1920x1080pixels,Windows 10 Home (64-bit),4 Cell Battery,"Full HD Display (170 Viewing Angle, Value IPS-level Panel, 250nits Brightness, 1:1000 Contrast, 45% NTSC, 62.5% SRGB, 47.34% Adobe)",4th Gen,8GB DDR4,No,150W AC Adapter,512GB,8MB,No,354x259x20.6mm,Yes,Yes,No,8 x 2.9GHz (Turbo Speed upto 4.2GHz) Cores,No,"Octa Core, 16 Threads","Laptop, Power Adaptor, User Guide, Warranty Documents",2.1kg,No,AMD,"Gaming, Performance","1 x USB Type-C, 3 x USB 3.0",No,10/100/1000 Mbps,IPS-level Panel,"2,99,990"
4.7,84,2,18,83,61,2352,~ 157PPI,1 x HDMI Port,Yes,Yes,v5.1,No,No,Yes,No,No,Yes,Intel Integrated Processor,"240 G8, 240",Core i3,14inches,1year Warranty,Netbook,No,11th Gen Intel Core i3,1920x1080pixels,DOS,No,No,11th Gen,8GB DDR4,No,No,512GB,No,No,No,Yes,Yes,Yes,No,No,No,1 LAPTOP 1 BATTERY 1 ADAPTOP,No,No,Intel,Business,1 x USB 3.0,No,No,No,"2,04,990"
4.35,310,2,94,376,648,2352,~ 157PPI,1 x HDMI v1.4 Port,IEEE 802.11ac,Built-in Microphones,v4.1,No,"English International Non , No",Yes,Built-in Speakers,Yes,Yes,Intel Integrated Iris Xe,Vostro 3400,Vostro,14inches,1year Warranty,Ultrabook,No,11th Gen Intel Core i5 1135G7,1920x1080pixels,Windows 10 Home (64-bit),3 Cell Battery,Full HD LED Backlit Display,11th Gen,8GB DDR4,No,No,No,8MB,No,329x240x20mm,Yes,Yes,Yes,4 x 2.4GHz (Turbo Speed upto 4.2GHz) Cores,2666MHz,"Quad Core, 8 Threads","Laptop, Power Adaptor, Battery, User Guide, Warranty Documents",1.58kg,Wedge Shaped Lock Slot,Intel,Performance,"2 x USB 3.0, 1 x USB 2.0",No,Yes,LED,"71,990"
4.45,101,3,462,481,1997,2352,~ 147PPI,1 x HDMI 1.4b Port,802.11ac 1x1 Wi-Fi,Yes,v5,No,English Keyboard,Yes,Yes,No,Yes,Intel Integrated UHD,82KAA01SIH,Core i3,15inches,1year Onsite Warranty,Ultrabook,No,11th Gen Intel Core i3 1115G4,1920x1080pixels,Windows 11 Home (64-bit),2 Cell Battery,No,11th Gen,4GB DDR4,No,No,256GB,6MB,No,No,Yes,Yes,Yes,2 x (Turbo Speed upto 4.1GHz) Cores,No,"Dual Core, 4 Threads","Laptop, Power Adaptor, User Guide, Warranty Documents",1.85kg,No,Intel,Performance,"1 x USB 3.0, 1 x USB 2.0",No,No,Full HD TN LED Display,"61,290"
4.4,60,2,104,292,719,2352,~ 141PPI,1 x HDMI 2.1 Port,MediaTek Wi-Fi Certified 6 MT7921 (2 x 2),Integrated Dual Array Digital Microphones,v5.2,No,"Full Size, Backlit, Natural Silver keyboard with Numeric Keypad, Yes",Yes,Built-in Dual Speaker,Yes,Yes,Intel Integrated Iris Xe,15-EG2039TU,Pavilion,15.6inches,1year Onsite Warranty,Ultrabook,No,12th Gen Intel Core i7 1260P,1920x1080pixels,Windows 11 Home (64-bit),"41Wh, 3 Cell Battery","Micro Edge, Low Blue Light, Brightness: 300 nits, 141ppi, Color Gamut: 100%sRGB",12th Gen,16GB DDR4,No,No,1TB,18MB,No,360x234x17.9mm,Yes,No,Yes,4 x 2.1GHz (Turbo Speed upto 4.7GHz) Performance Cores  8 x 1.5GHz (Turbo Speed upto 3.4GHz) Efficient Cores,No,"12 Cores (4P + 8E), 16 Threads","Laptop, Power Adaptor, Battery, Warranty Documents, User Guide",1.75kg,No,Intel,Performance,"1 x USB Type-C, 2 x USB 2.0",10 nm,No,IPS,"78,990"
4.2,117,4,309,319,2339,2352,~ 141PPI,1 x HDMI 2.1 Port,Realtek Wi-Fi 6 (2x2),Built-in Dual Array Digital Microphones,v5.3,NVMe,"Full-size, backlit, Natural Silver keyboard with numeric keypad, Yes",Yes,Built-in Dual Speakers,Yes,Yes,Intel Integrated Integrated,15-eg3036TU,Core i7,15.6inches,1year Onsite Warranty,Ultrabook,No,13th Gen Intel Core i7 1360P,1920x1080pixels,Windows 11 Home (64-bit),"41Wh, 3 Cell Battery","micro-edge, Low Blue Light, Brightness: 300 nits, Color Gamut: 100% sRGB",13th Gen,16GB DDR4,No,65 W Smart AC power adapter,1TB,18MB,41 Wh Li-ion Battery,No,Yes,Yes,Yes,4 x 2.2GHz (Turbo Speed upto 5GHz) Performance Cores  8 x 1.6GHz (Turbo Speed upto 3.7GHz) Efficient Cores,3200MHz,"12 Cores (4P + 8E), 16 Threads","Laptop, Power Adaptor, User Guide, Warranty Documents",1.75kg,Yes,Intel,Performance,"1 x USB Type-C, 2 x USB 3.0",10 nm SuperFin,No,IPS,"36,490"
3.65,653,2,120,447,1051,2352,~ 141PPI,1 x HDMI v2.0 Port,11ac (2x2),Built-In Dual Array Microphone,v5,No,Yes,Yes,Built-In Dual Stereo Speakers,Yes,Yes,NVIDIA GeForce GTX 1650,82K201YAIN,IdeaPad Gaming 3,15.6inches,1year Onsite Warranty,Netbook,No,5th Gen AMD Ryzen 5  5600H,1920x1080pixels,Windows 11 Home (64-bit),"45Wh, 3 Cell Battery","Full HD LED Backlit, IPS Display (250 nits Brightness, 60Hz Refresh Rate, 3-Sided Narrow Bezel)",5th Gen,8GB DDR4,No,No,512GB,16MB,45 WHrs Polymer,252x24x24.9mm,Trackpad with Windows Precision Driver,Yes,Yes,6 x 3.3GHz (Turbo Speed upto 4.2GHz) Cores,3200MHz,"Hexa Core, 12 Threads","Laptop, Power Adaptor, User Guide, Warranty Documents",2.25kg,No,AMD,"Gaming, Performance","1 x USB Type-C, 2 x USB 3.0",No,100/1000 MBPS,LED,"53,000"
4,91,3,259,345,1962,2352,~ 157PPI,1 x HDMI Port,IEEE 802.11a/b/g/n/ac,Yes,v5.1,No,No,Yes,Built-in Speakers,No,Yes,AMD Radeon Graphics,Vostro 3425,Vostro,14inches,1year Onsite Warranty,Netbook,No,5th Gen AMD Ryzen 5 5625U,1920x1080pixels,Windows 11 (64-bit),3 Cell Battery,60 Hz,5th Gen,16GB,No,No,512GB,16MB,No,356x229.9x14.2mm,Yes,Yes,Yes,6 x 2.3GHz (Turbo Speed upto 4.3GHz) Cores,No,"Hexa Core, 12 Threads",No,1.59kg,No,AMD,Everyday Use,3 x USB 3.0,No,Yes,IPS Screen,"39,999"
4.1,321,2,156,270,938,2352,~ 157PPI,1 x HDMI 1.4 Port,Intel Wi-Fi 6 2x2 (Gig+,Yes,v5,No,Yes,Yes,Yes,Yes,Yes,AMD Radeon AMD,Vostro 5415,Vostro,14inches,1year Onsite Warranty,Ultrabook,No,5th Gen AMD Ryzen 5  5500U,1920x1080pixels,Windows 11 Home (64-bit),4 Cell Battery,No,5th Gen,8GB DDR4,No,No,512GB,8MB,No,321x214x18mm,Yes,Yes,Yes,6 x 2.1GHz (Turbo Speed upto 4GHz) Cores,3200MHz,"Hexa Core, 12 Threads","Laptop, Battery, Adapter, Cables and User Manuals",1.5kg,Kensington Lock Port,AMD,Performance,"1 x USB Type-C, 2 x USB 3.0",No,Available,Full HD WVA AG 250 nits Narrow Border,"85,990"
4.7,90,2,112,315,642,2352,~ 157PPI,1 x HDMI 1.4 Port,Intel Wi-Fi 6E AX211 (2x2),Built-in dual array digital microphones,v5.2,NVMe,"Full-size, backlit, natural silver keyboard, Yes",Yes,Built-in Dual Speakers,Yes,Yes,Intel Integrated UHD,14-ek0137TU,Pavilion x360,14inches,1year Onsite Warranty,2 In 1,Yes,12th Gen Intel Core i3 1215U,1920x1080pixels,Windows 11 Home (64-bit),"43Wh, 3 Cell Battery","Multitouch-enabled Edge-to-edge Glass, Micro-edge, Brightness: 250 nits, Color Gamut: 45% NTSC",12th Gen,8GB DDR4,No,65 W Smart AC power adapter,512GB,10MB,43 Wh Li-ion polymer,322x210x19.9mm,HP Imagepad with Multi-touch Gesture Support,Yes,Yes,2 x 1.2GHz (Turbo Speed upto 4.4GHz) Performance Cores  4 x 900MHz (Turbo Speed upto 3.3GHz) Efficient Cores,3200MHz,"Hexa Core (2P + 4E), 8 Threads","Laptop, Power Adapter, User Guide, Warranty Documents",1.51kg,No,Intel,Performance,"1 x USB Type-C, 2 x USB 2.0",10 nm,No,IPS,"89,900"
4.4,104,2,49,447,744,2352,~ 141PPI,1 x HDMI Port,Yes,Yes,Yes,No,"English International , Yes",Yes,Yes,Yes,Yes,Intel Integrated UHD,Inspiron 3511,Inspiron,15.6inches,1year Onsite Warranty,Ultrabook,No,11th Gen Intel Core i5 1135G7,1920x1080pixels,Windows 11 Home (64-bit),3 Cell Battery,No,11th Gen,8GB DDR4,No,No,256GB,8MB,No,358x235x18.9mm,Yes,Yes,Yes,4 x 2.4GHz (Turbo Speed upto 4.2GHz) Cores,No,"Quad Core, 8 Threads","Laptop, battery, adapter, cables and user manuals",1.8kg,Kensington Lock Port,Intel,Everyday Use,"2 x USB 3.0, 1 x USB 2.0",No,No,Full HD WVA AG Narrow Border,"55,990"
